subcategory_1,subcategory_2,similarity
Ballets,Distilleries,0.17838335037231445
Lessons & Workshops,Wine Bars,0.17835581302642822
Military Bases & Facilities,Rail Tours,0.17835299670696259
Bowling Alleys,Scuba & Snorkeling,0.1783408671617508
Cultural Events,Nature & Wildlife Tours,0.17833173274993896
Paint & Pottery Studios,Visitor Centers,0.17828647792339325
Libraries,Ski & Snow Tours,0.1782839596271515
Mini Golf,Scavenger Hunts,0.17826434969902039
Farms,Monuments & Statues,0.17825062572956085
Ancient Ruins,Points of Interest & Landmarks,0.17823010683059692
Sporting Events,Universities & Schools,0.17821401357650757
Dams,Fishing Charters & Tours,0.1781708151102066
Bridges,Segway Tours,0.17814607918262482
"Literary, Art & Music Tours",Sacred & Religious Sites,0.17814134061336517
Food Tours,Paint & Pottery Studios,0.1781204342842102
Canyoning & Rappelling Tours,Parasailing & Paragliding,0.178119957447052
Canyoning & Rappelling Tours,Nature & Wildlife Areas,0.17811931669712067
Bowling Alleys,Volcanos,0.17806224524974823
Beaches,Volcanos,0.17805784940719604
Observatories & Planetariums,Performances,0.1780177652835846
Health/Fitness Clubs & Gyms,Wineries & Vineyards,0.17801550030708313
Dinner Theaters,Self-Guided Tours & Rentals,0.17801257967948914
Bodies of Water,Game & Entertainment Centers,0.1780107319355011
Mysterious Sites,"Surfing, Windsurfing & Kitesurfing",0.17800474166870117
Other Fun & Games,Swim with Dolphins,0.17800208926200867
Bus Transportation,Military Bases & Facilities,0.17798422276973724
Casinos,Military Bases & Facilities,0.17793351411819458
Libraries,Spas,0.17791655659675598
Civic Centers,Zipline & Aerial Adventure Parks,0.17791035771369934
Bus Transportation,Hiking & Camping Tours,0.1779034584760666
Casinos,Speed Boats Tours,0.17787984013557434
Airport Lounges,Stand-Up Paddleboarding,0.1778782159090042
Observatories & Planetariums,Rail Tours,0.1778768002986908
Ballets,Wine Tours & Tastings,0.1778763234615326
Art Galleries,Concerts,0.17785346508026123
Other Food & Drink,Waterskiing & Jetskiing,0.17785194516181946
Hot Springs & Geysers,Visitor Centers,0.17784938216209412
Art Museums,Boat Rentals,0.1778194010257721
Duck Tours,Ghost Towns,0.17780865728855133
Natural History Museums,"Surfing, Windsurfing & Kitesurfing",0.1778031289577484
Fountains,Mass Transportation Systems,0.1777944415807724
Nature & Wildlife Areas,Segway Tours,0.1777866631746292
Canyons,Other Fun & Games,0.1777195930480957
Sacred & Religious Sites,Safaris,0.17769983410835266
Natural History Museums,Stand-Up Paddleboarding,0.17769446969032288
Cemeteries,Mountains,0.17767775058746338
Dolphin & Whale Watching,Educational sites,0.17764578759670258
Adrenaline & Extreme Tours,Sports Complexes,0.17764222621917725
History Museums,Scavenger Hunts,0.17762838304042816
Bus Tours,Observation Decks & Towers,0.17762213945388794
Air Tours,Ghost Towns,0.17761188745498657
Exhibitions,Spas,0.17758998274803162
Ancient Ruins,Mines,0.17758534848690033
Bus Tours,Cigar Bars,0.17758068442344666
"Bar, Club & Pub Tours",Ghost Towns,0.17757487297058105
Fountains,Private Tours,0.1775732934474945
Mass Transportation Systems,Symphonies,0.17756564915180206
Government Buildings,Mines,0.17754344642162323
Other Ranches & Farms,Self-Guided Tours & Rentals,0.1775270253419876
Castles,Ski & Snow Tours,0.17748773097991943
Missions,Sightseeing Tours,0.1774841845035553
Gardens,Jazz Clubs & Bars,0.17747515439987183
Other Outdoor Activities,Swim with Dolphins,0.17746134102344513
Natural History Museums,Wine Bars,0.17745909094810486
Rides & Activities,Sacred & Religious Sites,0.17744360864162445
Bus Transportation,Piers & Boardwalks,0.177439883351326
Distillery Tours,Fountains,0.17743241786956787
Cultural Events,National Parks,0.17743206024169922
"Literary, Art & Music Tours",Sporting Events,0.1774306297302246
Historic Walking Areas,Spas,0.17742669582366943
Conference & Convention Centers,Cultural Events,0.17741096019744873
Department Stores,Ski & Snow Tours,0.17740856111049652
Ballets,Sightseeing Tours,0.17740565538406372
Bodies of Water,Castles,0.17736253142356873
"Bar, Club & Pub Tours",Military Museums,0.17733405530452728
Farmers Markets,Other Outdoor Activities,0.17732888460159302
Balloon Rides,Jazz Clubs & Bars,0.17731250822544098
Arenas & Stadiums,Wine Bars,0.17730841040611267
Observation Decks & Towers,Sporting Events,0.17730608582496643
Fountains,Segway Tours,0.17721934616565704
Golf Courses,Historic Walking Areas,0.1771983951330185
Department Stores,History Museums,0.17717915773391724
National Parks,Piers & Boardwalks,0.17716531455516815
Cigar Bars,Helicopter Tours,0.17710861563682556
Cultural Tours,Railways,0.1770998239517212
Safaris,Shark Diving,0.17708882689476013
History Museums,Movie Theaters,0.17708338797092438
Ghost & Vampire Tours,Mass Transportation Systems,0.17708328366279602
"Bar, Club & Pub Tours",Safaris,0.17706944048404694
Dolphin & Whale Watching,Speed Boats Tours,0.17706412076950073
Historical & Heritage Tours,Shopping Malls,0.17703673243522644
Archaeology Tours,Canyons,0.17699265480041504
Adrenaline & Extreme Tours,Cemeteries,0.1769792139530182
Balloon Rides,Parasailing & Paragliding,0.17695778608322144
Airport Lounges,Lessons & Workshops,0.17695274949073792
Farmers Markets,National Parks,0.1769499033689499
Mysterious Sites,Scavenger Hunts,0.17694249749183655
Auto Race Tracks,Boat Rentals,0.17692402005195618
Cigar Bars,Cultural Tours,0.17689725756645203
Bus Transportation,River Rafting & Tubing,0.17689642310142517
Caverns & Caves,Dinner Theaters,0.17689505219459534
Canyoning & Rappelling Tours,Specialty Museums,0.1768845021724701
Farms,Sports Camps & Clinics,0.1768786460161209
Adrenaline & Extreme Tours,Beach & Pool Clubs,0.1768735945224762
Comedy Clubs,Factory Tours,0.1768510490655899
Bars & Clubs,National Parks,0.17682453989982605
Parks,Self-Guided Tours & Rentals,0.1768070012331009
Mini Golf,Taxis & Shuttles,0.17680461704730988
Caverns & Caves,Natural History Museums,0.17679399251937866
Monuments & Statues,Room Escape Games,0.17676952481269836
Hot Springs & Geysers,Observatories & Planetariums,0.17671844363212585
Factory Tours,Food & Drink Festivals,0.17669516801834106
Exhibitions,Sports Complexes,0.17667974531650543
Playgrounds,Sporting Events,0.17667651176452637
Concerts,Universities & Schools,0.17663800716400146
Photography Tours,Room Escape Games,0.17658916115760803
Airport Lounges,Mass Transportation Systems,0.17657779157161713
Ballets,State Parks,0.17654256522655487
Cooking Classes,Kayaking & Canoeing,0.17653298377990723
Skydiving,Speed Boats Tours,0.17652180790901184
Duck Tours,Zipline & Aerial Adventure Parks,0.17650988698005676
Boat Rentals,Health/Fitness Clubs & Gyms,0.17647501826286316
Antique Stores,Waterskiing & Jetskiing,0.17646938562393188
Art Galleries,Segway Tours,0.17646485567092896
Military Museums,Sporting Events,0.1764538586139679
Mass Transportation Systems,Observation Decks & Towers,0.17644205689430237
Cooking Classes,Hiking & Camping Tours,0.1764240264892578
Ballets,Cigar Bars,0.17639684677124023
Climbing Tours,Nature & Wildlife Areas,0.17633894085884094
Factory Tours,Observatories & Planetariums,0.17633867263793945
Factory Outlets,Mass Transportation Systems,0.17631785571575165
Bike Tours,Railways,0.17631714046001434
Shark Diving,Waterfalls,0.1762835830450058
Castles,"Surfing, Windsurfing & Kitesurfing",0.17628082633018494
Bus Tours,Points of Interest & Landmarks,0.17624831199645996
Art Galleries,Zipline & Aerial Adventure Parks,0.17623676359653473
Hop-On Hop-Off Tours,Other Food & Drink,0.1762068271636963
Distillery Tours,Observation Decks & Towers,0.1761474460363388
Castles,Lessons & Workshops,0.1761229932308197
Monuments & Statues,Self-Guided Tours & Rentals,0.1761177033185959
Deserts,"Surfing, Windsurfing & Kitesurfing",0.17609843611717224
"4WD, ATV & Off-Road Tours",Castles,0.17609694600105286
Ghost Towns,Horse Tracks,0.17609380185604095
Specialty Museums,Sports Camps & Clinics,0.17608748376369476
Cross-country Ski Areas,Sightseeing Tours,0.17607209086418152
Dams,Movie Theaters,0.17607060074806213
Conference & Convention Centers,Water Sports,0.17602363228797913
Canyoning & Rappelling Tours,Theme Parks,0.1760166883468628
"4WD, ATV & Off-Road Tours",Fountains,0.17601467669010162
Civic Centers,Monuments & Statues,0.176008939743042
Auto Race Tracks,Water Parks,0.17600129544734955
Observatories & Planetariums,Rides & Activities,0.17599895596504211
Libraries,Military Bases & Facilities,0.17599639296531677
Hot Springs & Geysers,Other Ranches & Farms,0.17598474025726318
Forests,Military Bases & Facilities,0.17597746849060059
Dinner Theaters,Mountains,0.17596125602722168
Dolphin & Whale Watching,Stand-Up Paddleboarding,0.17589150369167328
Airport Lounges,Bus Tours,0.17587608098983765
Gift & Specialty Shops,Stand-Up Paddleboarding,0.17585760354995728
Auto Race Tracks,Stand-Up Paddleboarding,0.17580285668373108
Comedy Clubs,Segway Tours,0.17579945921897888
Scenic Railroads,Wine Bars,0.17578622698783875
Fishing Charters & Tours,History Museums,0.1757746934890747
Children's Museums,Photography Tours,0.1757740080356598
History Museums,Taxis & Shuttles,0.17574545741081238
Cultural Tours,Horse Tracks,0.17572644352912903
Missions,Shark Diving,0.17570027709007263
Factory Outlets,Zipline & Aerial Adventure Parks,0.17566972970962524
History Museums,Observation Decks & Towers,0.17566241323947906
Bridges,Visitor Centers,0.17563581466674805
Shopping Malls,Yoga & Pilates,0.1756315976381302
Food Tours,Waterskiing & Jetskiing,0.17562630772590637
Private Tours,Waterfalls,0.17560862004756927
Breweries,Ghost Towns,0.1756027489900589
Scenic Walking Areas,Volcanos,0.17560140788555145
Hop-On Hop-Off Tours,Swim with Dolphins,0.17560067772865295
Shooting Ranges,Valleys,0.17559416592121124
Libraries,Specialty Museums,0.17558258771896362
Dams,Natural History Museums,0.17557093501091003
Ballets,Wine Bars,0.1755627542734146
Churches & Cathedrals,Military Bases & Facilities,0.17556005716323853
Military Museums,Monuments & Statues,0.1755276918411255
Hot Springs & Geysers,Paint & Pottery Studios,0.1755269467830658
Hiking & Camping Tours,Mass Transportation Systems,0.1755179762840271
Missions,Theme Parks,0.17547878623008728
Cigar Bars,Night Tours,0.17544591426849365
Jazz Clubs & Bars,Shopping Malls,0.17543314397335052
River Rafting & Tubing,Volcanos,0.17543023824691772
Cross-country Ski Areas,Parasailing & Paragliding,0.17541560530662537
Canyons,Farmers Markets,0.1754051297903061
Other Fun & Games,Wine Tours & Tastings,0.1753651648759842
Beer Tastings & Tours,Missions,0.17536038160324097
Jazz Clubs & Bars,Zoos,0.1752922683954239
Dolphin & Whale Watching,Shark Diving,0.17528097331523895
Missions,Wine Tours & Tastings,0.17525283992290497
Canyons,Factory Tours,0.17524495720863342
Beach & Pool Clubs,Equestrian Trails,0.17524152994155884
Ranches,Water Sports,0.17523124814033508
Canyons,Other Ranches & Farms,0.17521259188652039
Scuba & Snorkeling,Visitor Centers,0.1751715987920761
Jogging Paths & Tracks,Specialty Museums,0.1751701831817627
Dams,Ships,0.17514865100383759
Farms,Universities & Schools,0.1751435548067093
Food Tours,Observatories & Planetariums,0.17512111365795135
Hiking Trails,Lighthouses,0.17509737610816956
Art Museums,Fishing Charters & Tours,0.17509698867797852
Cultural Events,Multi-day Tours,0.17507529258728027
Exhibitions,Performances,0.1750582754611969
Beach & Pool Clubs,Bus Transportation,0.17504607141017914
Archaeology Tours,Scenic Drives,0.1750328540802002
Distilleries,Ghost Towns,0.1750260889530182
Points of Interest & Landmarks,Universities & Schools,0.17499211430549622
Paint & Pottery Studios,Tramways,0.17498821020126343
Fountains,Shark Diving,0.1749776303768158
Paint & Pottery Studios,Water Parks,0.17497466504573822
Ghost Towns,Rides & Activities,0.17496812343597412
Architectural Buildings,Dams,0.1749666929244995
Arenas & Stadiums,Eco Tours,0.1749635636806488
Ballets,Beach & Pool Clubs,0.17492033541202545
Farms,Photography Tours,0.17489483952522278
Horse Tracks,Lookouts,0.1748928725719452
Beach & Pool Clubs,Cultural Events,0.17489148676395416
Arenas & Stadiums,Shopping Malls,0.17488887906074524
Bus Transportation,Zoos,0.17486415803432465
Airport Lounges,Game & Entertainment Centers,0.17485561966896057
Boat Tours,Flea & Street Markets,0.17485441267490387
History Museums,Multi-day Tours,0.17484837770462036
Churches & Cathedrals,Educational sites,0.17484122514724731
Historic Sites,Performances,0.17483964562416077
Breweries,Other Ranches & Farms,0.1748313009738922
Marinas,Points of Interest & Landmarks,0.1748298555612564
Bars & Clubs,Scenic Drives,0.17482322454452515
Beaches,Historic Walking Areas,0.17479313910007477
Military Museums,Scenic Railroads,0.17478114366531372
Other Outdoor Activities,Performances,0.1747729778289795
Ballets,Horseback Riding Tours,0.17476749420166016
Churches & Cathedrals,Natural History Museums,0.17476312816143036
Sporting Events,Theaters,0.17474979162216187
Volcanos,Zipline & Aerial Adventure Parks,0.17474456131458282
Deserts,Hot Springs & Geysers,0.17473995685577393
Arenas & Stadiums,Mines,0.17471876740455627
Farms,Wine Tours & Tastings,0.17469315230846405
Boat Tours,Shark Diving,0.17467284202575684
Bodies of Water,Historical & Heritage Tours,0.1746702492237091
Gardens,Rides & Activities,0.17465923726558685
Day Trips,Government Buildings,0.1746588796377182
Ballets,Comedy Clubs,0.17465098202228546
Islands,Lessons & Workshops,0.1745879352092743
Canyoning & Rappelling Tours,Historic Sites,0.17458760738372803
Scenic Railroads,Submarine Tours,0.17458119988441467
Churches & Cathedrals,Shopping Malls,0.17458030581474304
Ferries,Nature & Wildlife Tours,0.17455554008483887
Food & Drink Festivals,Theaters,0.17454925179481506
Safaris,Waterskiing & Jetskiing,0.17449915409088135
Castles,Horse Tracks,0.17447921633720398
Natural History Museums,Scavenger Hunts,0.17447704076766968
Islands,Neighborhoods,0.1744638979434967
Other Food & Drink,Water Sports,0.17446324229240417
Railways,Segway Tours,0.17442840337753296
Deserts,Forests,0.17442747950553894
Skydiving,Valleys,0.1744086742401123
Canyoning & Rappelling Tours,Mines,0.17439666390419006
Other Fun & Games,Scenic Walking Areas,0.17437827587127686
Cultural Tours,Symphonies,0.17437610030174255
Mines,Theaters,0.17437389492988586
Food & Drink Festivals,Valleys,0.1743660420179367
Conference & Convention Centers,Health/Fitness Clubs & Gyms,0.17435896396636963
Art Museums,Observation Decks & Towers,0.17434775829315186
Bowling Alleys,Castles,0.17432542145252228
Historic Walking Areas,Libraries,0.17430949211120605
Points of Interest & Landmarks,Wineries & Vineyards,0.17430371046066284
Islands,Waterskiing & Jetskiing,0.17430031299591064
Beaches,"Literary, Art & Music Tours",0.17428559064865112
Ballets,Beaches,0.17426949739456177
Educational sites,Hop-On Hop-Off Tours,0.17423748970031738
Bodies of Water,Taxis & Shuttles,0.17422419786453247
Scuba & Snorkeling,Sporting Events,0.1742185652256012
Jazz Clubs & Bars,Jogging Paths & Tracks,0.17419064044952393
Day Trips,Scuba & Snorkeling,0.1741877645254135
Libraries,Visitor Centers,0.1741870641708374
Cigar Bars,Eco Tours,0.17418117821216583
Air Tours,Swim with Dolphins,0.17417263984680176
Movie & TV Tours,Ranches,0.17417162656784058
Caverns & Caves,Farms,0.17416232824325562
Exhibitions,Wine Bars,0.17415614426136017
"Surfing, Windsurfing & Kitesurfing",Zoos,0.17413637042045593
Forests,Historic Walking Areas,0.1741090714931488
Adrenaline & Extreme Tours,Parks,0.17405296862125397
Day Trips,Wineries & Vineyards,0.17403481900691986
Mines,Wine Bars,0.17402169108390808
Helicopter Tours,Jogging Paths & Tracks,0.1740211546421051
Ranches,Scenic Drives,0.17401756346225739
Self-Guided Tours & Rentals,Spas,0.17401525378227234
Bus Transportation,Gardens,0.1739981770515442
Historical & Heritage Tours,Night Tours,0.17398503422737122
Cultural Tours,Taxis & Shuttles,0.17397013306617737
Sacred & Religious Sites,Shopping Malls,0.17396646738052368
Ghost Towns,Movie & TV Tours,0.17396625876426697
Symphonies,Wineries & Vineyards,0.17396104335784912
Ballets,Shark Diving,0.17395038902759552
Architectural Buildings,Taxis & Shuttles,0.17394718527793884
Distillery Tours,Volcanos,0.17391225695610046
Duck Tours,Mini Golf,0.1739029437303543
Dinner Theaters,Military Bases & Facilities,0.17389939725399017
Dams,Shark Diving,0.17389938235282898
Sports Camps & Clinics,Wine Bars,0.17388662695884705
Boat Tours,Cemeteries,0.1738862544298172
Eco Tours,Scavenger Hunts,0.17384545505046844
Factory Tours,Government Buildings,0.17384450137615204
Biking Trails,Points of Interest & Landmarks,0.17383816838264465
Equestrian Trails,Golf Courses,0.17383471131324768
National Parks,Performances,0.17383328080177307
Auto Race Tracks,Self-Guided Tours & Rentals,0.17383205890655518
Other Outdoor Activities,Shopping Malls,0.17382341623306274
Auto Race Tracks,Flea & Street Markets,0.1738162338733673
Casinos,History Museums,0.1738097071647644
Cultural Tours,Health/Fitness Clubs & Gyms,0.17380759119987488
Government Buildings,Universities & Schools,0.17380326986312866
Civic Centers,Points of Interest & Landmarks,0.17372730374336243
Bars & Clubs,Bus Transportation,0.1737113893032074
Concerts,Hot Springs & Geysers,0.1736813187599182
Hot Springs & Geysers,Playgrounds,0.17365828156471252
Hiking Trails,Room Escape Games,0.17359590530395508
Bridges,Concerts,0.17358587682247162
Exhibitions,Nature & Wildlife Tours,0.1735696792602539
Sports Camps & Clinics,Theaters,0.17356792092323303
Castles,Educational sites,0.1735609769821167
Boat Rentals,Department Stores,0.1735602617263794
Jazz Clubs & Bars,Thermal Spas,0.1735384464263916
Concerts,Neighborhoods,0.17350521683692932
Ghost Towns,Ski & Snowboard Areas,0.1734965592622757
Beach & Pool Clubs,Canyoning & Rappelling Tours,0.1734965443611145
Archaeology Tours,National Parks,0.17348609864711761
Jazz Clubs & Bars,Performances,0.17345477640628815
Military Bases & Facilities,Sightseeing Tours,0.17342591285705566
Piers & Boardwalks,Room Escape Games,0.173423171043396
Aquariums,Self-Guided Tours & Rentals,0.17342203855514526
Cross-country Ski Areas,Wine Tours & Tastings,0.17342039942741394
Airport Lounges,Conference & Convention Centers,0.17341697216033936
Bowling Alleys,Distillery Tours,0.17330598831176758
Air Tours,Flea & Street Markets,0.17326709628105164
Cigar Bars,"Literary, Art & Music Tours",0.1732083410024643
Deserts,State Parks,0.1732064187526703
Auto Race Tracks,Kayaking & Canoeing,0.17319974303245544
Antique Stores,Jazz Clubs & Bars,0.1731947958469391
Bars & Clubs,Military Bases & Facilities,0.17314529418945312
Historic Sites,Scuba & Snorkeling,0.17314063012599945
Farmers Markets,Ferries,0.17311924695968628
Gift & Specialty Shops,Horseback Riding Tours,0.17310571670532227
"Bar, Club & Pub Tours",Other Ranches & Farms,0.1730962097644806
Disney Parks & Activities,Hot Springs & Geysers,0.17309504747390747
Eco Tours,Swim with Dolphins,0.17307019233703613
Segway Tours,Spas,0.1730175018310547
Movie Theaters,Nature & Wildlife Tours,0.1729917675256729
Dinner Theaters,Universities & Schools,0.17296592891216278
Cigar Bars,Climbing Tours,0.17295785248279572
Arenas & Stadiums,Health/Fitness Clubs & Gyms,0.17291182279586792
Natural History Museums,Rail Tours,0.17291134595870972
Dinner Theaters,Scenic Walking Areas,0.17289353907108307
Hop-On Hop-Off Tours,Islands,0.17287896573543549
Historic Sites,Horseback Riding Tours,0.17286890745162964
Universities & Schools,Water Sports,0.17277032136917114
Cultural Events,Playgrounds,0.1727627068758011
Department Stores,Dolphin & Whale Watching,0.17276093363761902
Off-Road & ATV Trails,Sacred & Religious Sites,0.17270800471305847
Exhibitions,Forests,0.17268739640712738
Historic Walking Areas,Theaters,0.17266826331615448
Other Outdoor Activities,Science Museums,0.172666534781456
Food & Drink Festivals,Hiking Trails,0.1726563572883606
Gear Rentals,Geologic Formations,0.17261551320552826
"4WD, ATV & Off-Road Tours",Dams,0.17258770763874054
Airport Lounges,Movie & TV Tours,0.17257431149482727
Submarine Tours,Taxis & Shuttles,0.17254529893398285
Historic Sites,Sporting Events,0.17252978682518005
Forests,Horse Tracks,0.1724594533443451
Observatories & Planetariums,Stand-Up Paddleboarding,0.17242971062660217
Equestrian Trails,Lessons & Workshops,0.1723901778459549
Ranches,"Surfing, Windsurfing & Kitesurfing",0.17238739132881165
Food & Drink Festivals,Paint & Pottery Studios,0.17237187922000885
Antique Stores,Bars & Clubs,0.17237043380737305
Ballets,Helicopter Tours,0.17236293852329254
Dams,Observatories & Planetariums,0.1723400056362152
Bodies of Water,Bridges,0.17232108116149902
Equestrian Trails,Visitor Centers,0.17231494188308716
Islands,Movie Theaters,0.17231442034244537
History Museums,Wine Bars,0.1723041832447052
Distillery Tours,Hot Springs & Geysers,0.17229604721069336
Helicopter Tours,Historic Walking Areas,0.172286719083786
Arenas & Stadiums,Bodies of Water,0.1722794771194458
Bars & Clubs,Dolphin & Whale Watching,0.17225205898284912
Islands,Swim with Dolphins,0.1722000390291214
Sacred & Religious Sites,Volcanos,0.17213159799575806
Beach & Pool Clubs,Castles,0.1721259355545044
Ballets,Spas,0.17210790514945984
Castles,Concerts,0.17210692167282104
Dolphin & Whale Watching,Symphonies,0.17209090292453766
Cemeteries,Helicopter Tours,0.17208972573280334
Other Outdoor Activities,Speed Boats Tours,0.17205902934074402
Mountains,Safaris,0.17205576598644257
Factory Outlets,Universities & Schools,0.17204535007476807
Beaches,Performances,0.17203786969184875
Military Bases & Facilities,Room Escape Games,0.17201559245586395
Rides & Activities,Shopping Malls,0.1720062494277954
Architectural Buildings,Shark Diving,0.17196381092071533
Historical & Heritage Tours,Mountains,0.17196325957775116
Shooting Ranges,Stand-Up Paddleboarding,0.1719622164964676
Cemeteries,Hiking Trails,0.1719341278076172
"4WD, ATV & Off-Road Tours",Specialty Museums,0.1719297170639038
Art Museums,Water Sports,0.17190808057785034
Safaris,Valleys,0.171875461935997
Movie & TV Tours,Observation Decks & Towers,0.17187388241291046
History Museums,Scenic Railroads,0.17186839878559113
Beer Tastings & Tours,Cooking Classes,0.1718675196170807
"4WD, ATV & Off-Road Tours",Casinos,0.17180925607681274
Cemeteries,Nature & Wildlife Areas,0.17180821299552917
Lighthouses,Self-Guided Tours & Rentals,0.17179670929908752
Canyons,Performances,0.17178188264369965
Cigar Bars,Zoos,0.17177367210388184
Mini Golf,Parasailing & Paragliding,0.1717284619808197
Missions,Ski & Snowboard Areas,0.1717013418674469
Airport Lounges,Bus Transportation,0.17169922590255737
Ferries,Natural History Museums,0.17169901728630066
Archaeology Tours,Parks,0.17168286442756653
Ferries,History Museums,0.17168162763118744
Scavenger Hunts,"Surfing, Windsurfing & Kitesurfing",0.17163607478141785
Farmers Markets,Theaters,0.17163284122943878
Castles,Sporting Events,0.17158696055412292
Scenic Walking Areas,Water Sports,0.17158444225788116
Day Trips,Sports Camps & Clinics,0.17157845199108124
Other Fun & Games,Universities & Schools,0.17156629264354706
Biking Trails,Comedy Clubs,0.17155905067920685
Flea & Street Markets,Horseback Riding Tours,0.17155498266220093
Nature & Wildlife Tours,Submarine Tours,0.17151063680648804
Breweries,Waterskiing & Jetskiing,0.17148789763450623
Bus Transportation,Ghost & Vampire Tours,0.1714818924665451
Fountains,Military Bases & Facilities,0.1714707314968109
Architectural Buildings,Sporting Events,0.171429842710495
Bowling Alleys,Historic Walking Areas,0.17142851650714874
Speed Boats Tours,Wineries & Vineyards,0.17142614722251892
Canyons,Paint & Pottery Studios,0.1714257150888443
Helicopter Tours,Historic Sites,0.1714097410440445
Civic Centers,Stand-Up Paddleboarding,0.17136019468307495
Bus Tours,Churches & Cathedrals,0.1713596135377884
Cooking Classes,Horseback Riding Tours,0.1713370829820633
Hot Springs & Geysers,Scavenger Hunts,0.17133143544197083
Beaches,Rides & Activities,0.17130668461322784
Factory Tours,Other Ranches & Farms,0.1713031828403473
Forests,Gift & Specialty Shops,0.17128360271453857
Observation Decks & Towers,Railways,0.17127123475074768
Rides & Activities,Zoos,0.17126944661140442
Cross-country Ski Areas,Waterfalls,0.17125427722930908
Forests,Private Tours,0.17123538255691528
Ballets,Wineries & Vineyards,0.17120420932769775
Educational sites,National Parks,0.17119961977005005
Department Stores,Volcanos,0.17119191586971283
Performances,Room Escape Games,0.17118743062019348
Auto Race Tracks,Scuba & Snorkeling,0.17115241289138794
Balloon Rides,River Rafting & Tubing,0.17111554741859436
Cultural Events,Parks,0.1711047887802124
Comedy Clubs,Cultural Tours,0.17109566926956177
Off-Road & ATV Trails,Water Sports,0.1710796058177948
Off-Road & ATV Trails,Waterfalls,0.17107051610946655
Antique Stores,Lessons & Workshops,0.1710464060306549
Ballets,Jogging Paths & Tracks,0.17104128003120422
Lookouts,Rail Tours,0.1710195541381836
Mini Golf,Room Escape Games,0.17101460695266724
Golf Courses,Hop-On Hop-Off Tours,0.17100581526756287
Conference & Convention Centers,Exhibitions,0.17098793387413025
Breweries,Climbing Tours,0.17098025977611542
Day Trips,Observation Decks & Towers,0.1709747016429901
Disney Parks & Activities,Off-Road & ATV Trails,0.1709507703781128
Farmers Markets,River Rafting & Tubing,0.17094910144805908
Exhibitions,Zoos,0.1708950400352478
Bodies of Water,Lookouts,0.17087385058403015
City Tours,Islands,0.17087146639823914
Islands,Military Bases & Facilities,0.17083775997161865
Cultural Events,Submarine Tours,0.17083275318145752
Cultural Events,Valleys,0.17082947492599487
Historic Walking Areas,Performances,0.1708248257637024
Dinner Theaters,Taxis & Shuttles,0.17080461978912354
Art Museums,Multi-day Tours,0.17080450057983398
Golf Courses,Other Outdoor Activities,0.1707697957754135
Architectural Buildings,Mines,0.1707581877708435
Ancient Ruins,Observatories & Planetariums,0.17075631022453308
Health/Fitness Clubs & Gyms,Spas,0.1707461178302765
Historic Sites,Segway Tours,0.17071840167045593
Distilleries,Scuba & Snorkeling,0.1707013100385666
Bowling Alleys,River Rafting & Tubing,0.17063453793525696
Ghost Towns,Playgrounds,0.17061591148376465
Movie Theaters,Sporting Events,0.17061030864715576
Balloon Rides,Submarine Tours,0.17060315608978271
Beach & Pool Clubs,Science Museums,0.17060138285160065
Casinos,Observatories & Planetariums,0.17058919370174408
Other Outdoor Activities,Theaters,0.1705818474292755
Gear Rentals,Submarine Tours,0.17056220769882202
Historic Walking Areas,Rail Tours,0.17055253684520721
Civic Centers,Wineries & Vineyards,0.17054301500320435
Bodies of Water,Canyons,0.17052951455116272
Balloon Rides,Playgrounds,0.17048807442188263
Beaches,Duck Tours,0.17046162486076355
Comedy Clubs,Ghost & Vampire Tours,0.170454740524292
Bowling Alleys,Shooting Ranges,0.17045071721076965
Dinner Theaters,Segway Tours,0.17044036090373993
Antique Stores,Marinas,0.17042644321918488
Geologic Formations,Visitor Centers,0.17041903734207153
Kayaking & Canoeing,Movie & TV Tours,0.17032940685749054
Lookouts,Sporting Events,0.1703227311372757
Ghost & Vampire Tours,Scavenger Hunts,0.17029620707035065
Churches & Cathedrals,Golf Courses,0.17027787864208221
Submarine Tours,Wine Bars,0.17027339339256287
Bus Tours,Missions,0.1702101230621338
Hiking & Camping Tours,Military Museums,0.17019209265708923
Health/Fitness Clubs & Gyms,Scavenger Hunts,0.17016974091529846
Ski & Snow Tours,Theaters,0.17014355957508087
Movie & TV Tours,Other Food & Drink,0.17013323307037354
Paint & Pottery Studios,Playgrounds,0.1701274812221527
Cultural Tours,Geologic Formations,0.17012019455432892
Symphonies,Universities & Schools,0.1701136827468872
Room Escape Games,Shark Diving,0.17009273171424866
Points of Interest & Landmarks,Rail Tours,0.17007791996002197
Dolphin & Whale Watching,Helicopter Tours,0.1700739860534668
Playgrounds,Rail Tours,0.17006173729896545
Cultural Events,Universities & Schools,0.17005705833435059
Bus Tours,Shopping Malls,0.1700487732887268
Children's Museums,Wineries & Vineyards,0.1700187623500824
Nature & Wildlife Areas,Other Food & Drink,0.17000791430473328
"4WD, ATV & Off-Road Tours",Farmers Markets,0.16999641060829163
Exhibitions,Room Escape Games,0.16998212039470673
Dinner Theaters,Mass Transportation Systems,0.1699790358543396
Kayaking & Canoeing,Scavenger Hunts,0.16997815668582916
Deserts,Sports Complexes,0.16997501254081726
Duck Tours,Golf Courses,0.1699502319097519
Archaeology Tours,Disney Parks & Activities,0.16994541883468628
